zat_aktif_1,zat_aktif_2,level
propofol,aminophylline,Minor
propofol,prednisolone,Unknown
propofol,sodium bicarbonate,Unknown
propofol,dexamethasone,Unknown
propofol,nystatin,Unknown
propofol,ibuprofen,Unknown
propofol,hydrocortisone,Unknown
propofol,ondansetron,Moderate
propofol,mupirocin,Unknown
propofol,cisplatin,Unknown
propofol,budesonide,Unknown
propofol,methylprednisolone,Unknown
propofol,celecoxib,Unknown
propofol,bortezomib,Unknown
propofol,triamcinolone,Unknown
propofol,paclitaxel,Unknown
propofol,methotrexate,Unknown
propofol,metronidazole,Minor
propofol,lidocaine,Unknown
propofol,mesalazine,Unknown
propofol,fluconazole,Moderate
propofol,crizotinib,Moderate
propofol,calcitriol,Unknown
propofol,leflunomide,Unknown
propofol,clarithromycin,Moderate
propofol,amoxicillin,Unknown
propofol,erythromycin,Moderate
propofol,dasatinib,Moderate
propofol,iodixanol,Unknown
propofol,famotidine,Moderate
propofol,amphotericin b,Unknown
propofol,sucralfate,Unknown
propofol,vilanterol,Moderate
propofol,cyclophosphamide,Unknown
propofol,simvastatin,Unknown
propofol,prednisone,Unknown
propofol,promethazine,Moderate
meloxicam,deferasirox,Major
meloxicam,epinephrine,Unknown
meloxicam,lenalidomide,Unknown
meloxicam,iopamidol,Major
meloxicam,tacrolimus,Major
meloxicam,brentuximab vedotin,Moderate
meloxicam,potassium chloride,Moderate
meloxicam,eptifibatide,Moderate
meloxicam,acetylsalicylic acid,Moderate
meloxicam,cimetidine,Unknown
meloxicam,enzalutamide,Moderate
meloxicam,apalutamide,Moderate
meloxicam,lorlatinib,Moderate
meloxicam,metformin,Moderate
meloxicam,diclofenac,Moderate
meloxicam,lansoprazole,Unknown
meloxicam,clotrimazole,Unknown
meloxicam,ibrutinib,Major
meloxicam,iohexol,Major
meloxicam,folic acid,Unknown
meloxicam,oxaliplatin,Moderate
meloxicam,fluticasone,Unknown
meloxicam,ketoconazole,Unknown
meloxicam,pegaspargase,Moderate
meloxicam,prednisolone,Moderate
meloxicam,sodium bicarbonate,Unknown
meloxicam,streptokinase,Moderate
meloxicam,dexamethasone,Moderate
meloxicam,nystatin,Unknown
meloxicam,ibuprofen,Moderate
meloxicam,hydrocortisone,Moderate
meloxicam,ondansetron,Unknown
meloxicam,betamethasone,Moderate
meloxicam,mupirocin,Unknown
meloxicam,rivaroxaban,Major
meloxicam,cyanocobalamin,Unknown
meloxicam,cisplatin,Unknown
meloxicam,tretinoin,Unknown
meloxicam,budesonide,Moderate
meloxicam,methylprednisolone,Moderate
meloxicam,sulfasalazine,Moderate
meloxicam,celecoxib,Moderate
meloxicam,bortezomib,Unknown
meloxicam,baricitinib,Moderate
meloxicam,triamcinolone,Moderate
meloxicam,everolimus,Major
meloxicam,tenecteplase,Moderate
meloxicam,paclitaxel,Unknown
meloxicam,methotrexate,Major
meloxicam,metronidazole,Unknown
meloxicam,lidocaine,Unknown
meloxicam,potassium iodide,Moderate
meloxicam,mesalazine,Moderate
meloxicam,fluconazole,Moderate
meloxicam,apixaban,Major
meloxicam,ramucirumab,Major
meloxicam,interferon beta-1a,Moderate
meloxicam,fluorouracil,Unknown
meloxicam,iopromide,Major
meloxicam,capecitabine,Unknown
meloxicam,calcitriol,Unknown
meloxicam,leflunomide,Major
meloxicam,clarithromycin,Unknown
meloxicam,amoxicillin,Unknown
meloxicam,erythromycin,Unknown
meloxicam,dasatinib,Major
meloxicam,iodixanol,Major
meloxicam,famotidine,Unknown
meloxicam,docetaxel,Unknown
meloxicam,sucralfate,Unknown
meloxicam,exemestane,Unknown
meloxicam,cyclophosphamide,Unknown
meloxicam,simvastatin,Unknown
meloxicam,prednisone,Moderate
meloxicam,promethazine,Unknown
deferasirox,brexpiprazole,Moderate
deferasirox,iopamidol,Major
deferasirox,tacrolimus,Major
deferasirox,brentuximab vedotin,Moderate
deferasirox,ribociclib,Moderate
deferasirox,eptifibatide,Major
deferasirox,acetylsalicylic acid,Major
deferasirox,enzalutamide,Moderate
deferasirox,apalutamide,Moderate
deferasirox,lorlatinib,Moderate
deferasirox,medroxyprogesterone acetate,Moderate
deferasirox,diclofenac,Major
deferasirox,axitinib,Moderate
deferasirox,artemether,Moderate
deferasirox,bacitracin,Major
deferasirox,lansoprazole,Moderate
deferasirox,voriconazole,Moderate
deferasirox,drospirenone,Moderate
deferasirox,ibrutinib,Major
deferasirox,iohexol,Major
deferasirox,oxaliplatin,Moderate
deferasirox,aripiprazole,Moderate
deferasirox,ketoconazole,Moderate
deferasirox,pegaspargase,Moderate
deferasirox,aminophylline,Major
deferasirox,prednisolone,Major
deferasirox,streptokinase,Major
deferasirox,dexamethasone,Major
deferasirox,ritonavir,Moderate
deferasirox,nifedipine,Moderate
deferasirox,palbociclib,Moderate
deferasirox,norethisterone,Moderate
deferasirox,tobramycin,Major
deferasirox,zonisamide,Moderate
deferasirox,ibuprofen,Major
deferasirox,hydrocortisone,Major
deferasirox,nimodipine,Moderate
deferasirox,ondansetron,Moderate
deferasirox,phenobarbital,Moderate
deferasirox,lovastatin,Moderate
deferasirox,betamethasone,Major
deferasirox,rivaroxaban,Major
deferasirox,alprazolam,Moderate
deferasirox,eplerenone,Moderate
deferasirox,dutasteride,Moderate
deferasirox,cisplatin,Major
deferasirox,tretinoin,Moderate
deferasirox,methylprednisolone,Major
deferasirox,ketoprofen,Major
deferasirox,sulfasalazine,Major
deferasirox,celecoxib,Major
deferasirox,bortezomib,Minor
deferasirox,zanubrutinib,Major
deferasirox,triamcinolone,Major
deferasirox,mefenamic acid,Major
deferasirox,tenecteplase,Major
deferasirox,paclitaxel,Moderate
deferasirox,methotrexate,Major
deferasirox,lidocaine,Minor
deferasirox,etonogestrel,Moderate
deferasirox,mesalazine,Major
deferasirox,apixaban,Major
deferasirox,ramucirumab,Major
deferasirox,crizotinib,Moderate
deferasirox,brigatinib,Moderate
deferasirox,caffeine,Moderate
deferasirox,lithium carbonate,Major
deferasirox,interferon beta-1a,Moderate
deferasirox,levonorgestrel,Moderate
deferasirox,ethinylestradiol,Moderate
deferasirox,iopromide,Major
deferasirox,estazolam,Moderate
deferasirox,leflunomide,Major
deferasirox,clarithromycin,Moderate
deferasirox,erythromycin,Moderate
deferasirox,dasatinib,Major
deferasirox,rifampicin,Moderate
deferasirox,abemaciclib,Moderate
deferasirox,iodixanol,Major
deferasirox,efavirenz,Moderate
deferasirox,amphotericin b,Major
deferasirox,docetaxel,Moderate
deferasirox,magaldrate,Moderate
deferasirox,sucralfate,Moderate
deferasirox,exemestane,Moderate
deferasirox,halothane,Moderate
deferasirox,simvastatin,Moderate
deferasirox,carbamazepine,Moderate
deferasirox,prednisone,Major
deferasirox,clozapine,Major
deferasirox,tolvaptan,Moderate
hydrochlorothiazide,epinephrine,Unknown
hydrochlorothiazide,lenalidomide,Unknown
hydrochlorothiazide,iopamidol,Moderate
hydrochlorothiazide,tacrolimus,Unknown
hydrochlorothiazide,minoxidil,Unknown
hydrochlorothiazide,potassium chloride,Unknown
hydrochlorothiazide,eptifibatide,Unknown
hydrochlorothiazide,acetylsalicylic acid,Unknown
hydrochlorothiazide,cimetidine,Unknown
hydrochlorothiazide,metformin,Moderate
hydrochlorothiazide,diclofenac,Moderate
hydrochlorothiazide,lansoprazole,Moderate
hydrochlorothiazide,clotrimazole,Unknown
hydrochlorothiazide,insulin glargine,Moderate
hydrochlorothiazide,magnesium hydroxide,Moderate
hydrochlorothiazide,iohexol,Moderate
hydrochlorothiazide,folic acid,Unknown
hydrochlorothiazide,oxaliplatin,Unknown
hydrochlorothiazide,acetylcysteine,Unknown
hydrochlorothiazide,fluticasone,Unknown
hydrochlorothiazide,ketoconazole,Unknown
hydrochlorothiazide,aminophylline,Unknown
hydrochlorothiazide,prednisolone,Moderate
hydrochlorothiazide,sodium bicarbonate,Unknown
hydrochlorothiazide,dexamethasone,Moderate
hydrochlorothiazide,nystatin,Unknown
hydrochlorothiazide,ibuprofen,Moderate
hydrochlorothiazide,hydrocortisone,Moderate
hydrochlorothiazide,ondansetron,Unknown
hydrochlorothiazide,betamethasone,Moderate
hydrochlorothiazide,mupirocin,Unknown
hydrochlorothiazide,cyanocobalamin,Unknown
hydrochlorothiazide,cisplatin,Unknown
hydrochlorothiazide,tretinoin,Unknown
hydrochlorothiazide,budesonide,Unknown
hydrochlorothiazide,methylprednisolone,Moderate
hydrochlorothiazide,sulfasalazine,Unknown
hydrochlorothiazide,celecoxib,Moderate
hydrochlorothiazide,calcium carbonate,Moderate
hydrochlorothiazide,bortezomib,Unknown
hydrochlorothiazide,triamcinolone,Moderate
hydrochlorothiazide,paclitaxel,Unknown
hydrochlorothiazide,insulin lispro,Moderate
hydrochlorothiazide,methotrexate,Moderate
hydrochlorothiazide,metronidazole,Unknown
hydrochlorothiazide,lidocaine,Unknown
hydrochlorothiazide,mesalazine,Unknown
hydrochlorothiazide,fluconazole,Minor
hydrochlorothiazide,fluorouracil,Moderate
hydrochlorothiazide,iopromide,Moderate
hydrochlorothiazide,capecitabine,Moderate
hydrochlorothiazide,calcitriol,Moderate
hydrochlorothiazide,cholecalciferol,Moderate
hydrochlorothiazide,leflunomide,Unknown
hydrochlorothiazide,clarithromycin,Unknown
hydrochlorothiazide,amoxicillin,Unknown
hydrochlorothiazide,erythromycin,Unknown
hydrochlorothiazide,dasatinib,Unknown
hydrochlorothiazide,iodixanol,Moderate
hydrochlorothiazide,famotidine,Unknown
hydrochlorothiazide,ergocalciferol,Moderate
hydrochlorothiazide,amphotericin b,Moderate
hydrochlorothiazide,docetaxel,Unknown
hydrochlorothiazide,empagliflozin,Moderate
hydrochlorothiazide,lixisenatide,Moderate
hydrochlorothiazide,sucralfate,Unknown
hydrochlorothiazide,vilanterol,Moderate
hydrochlorothiazide,exemestane,Unknown
hydrochlorothiazide,cyclophosphamide,Moderate
hydrochlorothiazide,simvastatin,Unknown
hydrochlorothiazide,prednisone,Moderate
hydrochlorothiazide,promethazine,Moderate
risperidone,epinephrine,Moderate
risperidone,lenalidomide,Unknown
risperidone,iopamidol,Major
risperidone,tacrolimus,Moderate
risperidone,dextromethorphan,Moderate
risperidone,minoxidil,Moderate
risperidone,ribociclib,Major
risperidone,potassium chloride,Unknown
risperidone,acetylsalicylic acid,Unknown
risperidone,oxytocin,Moderate
risperidone,cimetidine,Minor
risperidone,enzalutamide,Moderate
risperidone,apalutamide,Moderate
risperidone,metformin,Moderate
risperidone,diclofenac,Unknown
risperidone,lansoprazole,Unknown
risperidone,clotrimazole,Unknown
risperidone,insulin glargine,Moderate
risperidone,magnesium hydroxide,Moderate
risperidone,iohexol,Major
risperidone,folic acid,Unknown
risperidone,oxaliplatin,Moderate
risperidone,acetylcysteine,Unknown
risperidone,fluticasone,Unknown
risperidone,ketoconazole,Moderate
risperidone,prednisolone,Unknown
risperidone,sodium bicarbonate,Unknown
risperidone,dexamethasone,Unknown
risperidone,nystatin,Unknown
risperidone,ibuprofen,Unknown
risperidone,hydrocortisone,Moderate
risperidone,ondansetron,Moderate
risperidone,cyanocobalamin,Unknown
risperidone,cisplatin,Moderate
risperidone,tretinoin,Unknown
risperidone,budesonide,Unknown
risperidone,methylprednisolone,Unknown
risperidone,sulfasalazine,Unknown
risperidone,celecoxib,Moderate
risperidone,bortezomib,Unknown
risperidone,triamcinolone,Unknown
risperidone,paclitaxel,Unknown
risperidone,insulin lispro,Moderate
risperidone,methotrexate,Unknown
risperidone,metronidazole,Minor
risperidone,lidocaine,Unknown
risperidone,mesalazine,Unknown
risperidone,fluconazole,Moderate
risperidone,crizotinib,Major
risperidone,fluorouracil,Unknown
risperidone,capecitabine,Unknown
risperidone,calcitriol,Unknown
risperidone,leflunomide,Unknown
risperidone,clarithromycin,Moderate
risperidone,amoxicillin,Unknown
risperidone,erythromycin,Moderate
risperidone,dasatinib,Moderate
risperidone,famotidine,Moderate
risperidone,amphotericin b,Moderate
risperidone,docetaxel,Unknown
risperidone,empagliflozin,Moderate
risperidone,lixisenatide,Moderate
risperidone,sucralfate,Unknown
risperidone,vilanterol,Moderate
risperidone,cyclophosphamide,Unknown
risperidone,simvastatin,Unknown
risperidone,prednisone,Unknown
risperidone,promethazine,Moderate
brexpiprazole,epinephrine,Moderate
brexpiprazole,iopamidol,Major
brexpiprazole,tacrolimus,Moderate
brexpiprazole,dextromethorphan,Moderate
brexpiprazole,minoxidil,Moderate
brexpiprazole,ribociclib,Major
brexpiprazole,cimetidine,Major
brexpiprazole,enzalutamide,Moderate
brexpiprazole,apalutamide,Moderate
brexpiprazole,lorlatinib,Moderate
brexpiprazole,metformin,Moderate
brexpiprazole,clotrimazole,Major
brexpiprazole,insulin glargine,Moderate
brexpiprazole,iohexol,Major
brexpiprazole,ketoconazole,Major
brexpiprazole,celecoxib,Major
brexpiprazole,insulin lispro,Moderate
brexpiprazole,fluconazole,Major
brexpiprazole,crizotinib,Major
brexpiprazole,brigatinib,Moderate
brexpiprazole,clarithromycin,Major
brexpiprazole,erythromycin,Major
brexpiprazole,empagliflozin,Moderate
brexpiprazole,lixisenatide,Moderate
brexpiprazole,promethazine,Moderate
epinephrine,pregabalin,Unknown
epinephrine,tacrolimus,Unknown
epinephrine,potassium chloride,Unknown
epinephrine,acetylsalicylic acid,Unknown
epinephrine,oxytocin,Moderate
epinephrine,gemfibrozil,Unknown
epinephrine,metformin,Moderate
epinephrine,diclofenac,Unknown
epinephrine,timolol,Major
epinephrine,bacitracin,Unknown
epinephrine,lansoprazole,Unknown
epinephrine,clotrimazole,Unknown
epinephrine,insulin glargine,Moderate
epinephrine,isosorbide mononitrate,Unknown
epinephrine,folic acid,Unknown
epinephrine,oxaliplatin,Unknown
epinephrine,aripiprazole,Moderate
epinephrine,acetylcysteine,Unknown
epinephrine,isosorbide dinitrate,Unknown
epinephrine,fluticasone,Unknown
epinephrine,prednisolone,Unknown
epinephrine,sodium bicarbonate,Unknown
epinephrine,digoxin,Moderate
epinephrine,entacapone,Moderate
epinephrine,dexamethasone,Unknown
epinephrine,nystatin,Unknown
epinephrine,nifedipine,Unknown
epinephrine,tobramycin,Unknown
epinephrine,ibuprofen,Unknown
epinephrine,hydrocortisone,Unknown
epinephrine,levodopa,Moderate
epinephrine,ondansetron,Unknown
epinephrine,lovastatin,Unknown
epinephrine,alprazolam,Unknown
epinephrine,cisplatin,Unknown
epinephrine,budesonide,Unknown
epinephrine,methylprednisolone,Unknown
epinephrine,celecoxib,Unknown
epinephrine,triamcinolone,Unknown
epinephrine,furosemide,Unknown
epinephrine,paclitaxel,Unknown
epinephrine,insulin lispro,Moderate
epinephrine,ciprofloxacin,Unknown
epinephrine,methotrexate,Unknown
epinephrine,metronidazole,Unknown
epinephrine,lidocaine,Unknown
epinephrine,fluconazole,Unknown
epinephrine,lithium carbonate,Minor
epinephrine,fluorouracil,Unknown
epinephrine,isoflurane,Major
epinephrine,topiramate,Unknown
epinephrine,clarithromycin,Unknown
epinephrine,amoxicillin,Unknown
epinephrine,valsartan,Unknown
epinephrine,paliperidone,Moderate
epinephrine,carvedilol,Major
epinephrine,erythromycin,Unknown
epinephrine,famotidine,Unknown
epinephrine,amphotericin b,Unknown
epinephrine,ofloxacin,Unknown
epinephrine,empagliflozin,Moderate
epinephrine,lixisenatide,Moderate
epinephrine,sucralfate,Unknown
epinephrine,vilanterol,Moderate
epinephrine,cyclophosphamide,Unknown
epinephrine,halothane,Major
epinephrine,simvastatin,Unknown
epinephrine,carbamazepine,Unknown
epinephrine,sevoflurane,Major
epinephrine,prednisone,Unknown
epinephrine,promethazine,Moderate
epinephrine,clozapine,Moderate
epinephrine,irbesartan,Unknown
epinephrine,linezolid,Major
cetuximab,lansoprazole,Moderate
cetuximab,oxaliplatin,Moderate
cetuximab,cisplatin,Moderate
cetuximab,fluorouracil,Moderate
cetuximab,capecitabine,Moderate
lenalidomide,deferiprone,Major
lenalidomide,pregabalin,Unknown
lenalidomide,tacrolimus,Unknown
lenalidomide,brentuximab vedotin,Moderate
lenalidomide,potassium chloride,Unknown
lenalidomide,ustekinumab,Moderate
lenalidomide,acetylsalicylic acid,Unknown
lenalidomide,enzalutamide,Moderate
lenalidomide,apalutamide,Moderate
lenalidomide,metformin,Unknown
lenalidomide,chloramphenicol,Moderate
lenalidomide,cladribine,Major
lenalidomide,lansoprazole,Unknown
lenalidomide,clotrimazole,Unknown
lenalidomide,voriconazole,Unknown
lenalidomide,drospirenone,Major
lenalidomide,isosorbide mononitrate,Unknown
lenalidomide,ibrutinib,Moderate
lenalidomide,folic acid,Unknown
lenalidomide,fluticasone,Unknown
lenalidomide,ketoconazole,Unknown
lenalidomide,pegaspargase,Moderate
lenalidomide,infliximab,Major
lenalidomide,prednisolone,Unknown
lenalidomide,digoxin,Moderate
lenalidomide,dexamethasone,Unknown
lenalidomide,nystatin,Unknown
lenalidomide,nifedipine,Unknown
lenalidomide,zidovudine,Moderate
lenalidomide,tobramycin,Unknown
lenalidomide,latanoprost,Unknown
lenalidomide,ibuprofen,Unknown
lenalidomide,hydrocortisone,Unknown
lenalidomide,ondansetron,Unknown
lenalidomide,lovastatin,Major
lenalidomide,alprazolam,Unknown
lenalidomide,cyanocobalamin,Unknown
lenalidomide,dutasteride,Unknown
lenalidomide,trimethoprim,Unknown
lenalidomide,budesonide,Unknown
lenalidomide,celecoxib,Unknown
lenalidomide,bortezomib,Unknown
lenalidomide,baricitinib,Major
lenalidomide,golimumab,Major
lenalidomide,triamcinolone,Unknown
lenalidomide,furosemide,Unknown
lenalidomide,darbepoetin alfa,Major
lenalidomide,ciprofloxacin,Unknown
lenalidomide,methotrexate,Moderate
lenalidomide,metronidazole,Unknown
lenalidomide,lidocaine,Unknown
lenalidomide,fluconazole,Unknown
lenalidomide,brigatinib,Moderate
lenalidomide,interferon beta-1a,Moderate
lenalidomide,ethinylestradiol,Major
lenalidomide,calcitriol,Unknown
lenalidomide,fenofibrate,Unknown
lenalidomide,leflunomide,Major
lenalidomide,clarithromycin,Unknown
lenalidomide,amoxicillin,Unknown
lenalidomide,valsartan,Unknown
lenalidomide,carvedilol,Unknown
lenalidomide,adalimumab,Major
lenalidomide,famotidine,Unknown
lenalidomide,efavirenz,Moderate
lenalidomide,docetaxel,Unknown
lenalidomide,ofloxacin,Unknown
lenalidomide,sucralfate,Unknown
lenalidomide,etanercept,Major
lenalidomide,cyclophosphamide,Unknown
lenalidomide,simvastatin,Major
lenalidomide,carbamazepine,Unknown
lenalidomide,prednisone,Unknown
lenalidomide,promethazine,Unknown
lenalidomide,clozapine,Major
lenalidomide,irbesartan,Unknown
deferiprone,brentuximab vedotin,Major
deferiprone,ribociclib,Major
deferiprone,lorlatinib,Moderate
deferiprone,diclofenac,Moderate
deferiprone,chloramphenicol,Major
deferiprone,cladribine,Major
deferiprone,ferrous gluconate,Moderate
deferiprone,magnesium hydroxide,Moderate
deferiprone,ibrutinib,Major
deferiprone,oxaliplatin,Major
deferiprone,infliximab,Major
deferiprone,trifluridine,Major
deferiprone,palbociclib,Major
deferiprone,zidovudine,Major
deferiprone,zinc sulfate,Moderate
deferiprone,mycophenolate mofetil,Major
deferiprone,cisplatin,Major
deferiprone,calcium carbonate,Moderate
deferiprone,ferrous fumarate,Moderate
deferiprone,bortezomib,Major
deferiprone,baricitinib,Major
deferiprone,bevacizumab,Major
deferiprone,zanubrutinib,Major
deferiprone,golimumab,Major
deferiprone,everolimus,Major
deferiprone,decitabine,Major
deferiprone,paclitaxel,Major
deferiprone,methotrexate,Major
deferiprone,magnesium carbonate,Moderate
deferiprone,crizotinib,Major
deferiprone,fluorouracil,Major
deferiprone,capecitabine,Major
deferiprone,leflunomide,Major
deferiprone,adalimumab,Major
deferiprone,selinexor,Major
deferiprone,dasatinib,Major
deferiprone,abemaciclib,Major
deferiprone,docetaxel,Major
deferiprone,pyrimethamine,Major
deferiprone,pomalidomide,Major
deferiprone,magaldrate,Moderate
deferiprone,rituximab,Major
deferiprone,sucralfate,Moderate
deferiprone,etanercept,Major
deferiprone,attapulgite,Moderate
deferiprone,cyclophosphamide,Major
deferiprone,carbamazepine,Major
deferiprone,clozapine,Major
deferiprone,linezolid,Major
pregabalin,tacrolimus,Unknown
pregabalin,dextromethorphan,Moderate
pregabalin,minoxidil,Unknown
pregabalin,potassium chloride,Unknown
pregabalin,acetylsalicylic acid,Unknown
pregabalin,cimetidine,Unknown
pregabalin,metformin,Unknown
pregabalin,diclofenac,Unknown
pregabalin,lansoprazole,Unknown
pregabalin,folic acid,Unknown
pregabalin,oxaliplatin,Unknown
pregabalin,acetylcysteine,Unknown
pregabalin,fluticasone,Unknown
pregabalin,ketoconazole,Unknown
pregabalin,prednisolone,Unknown
pregabalin,sodium bicarbonate,Unknown
pregabalin,dexamethasone,Unknown
pregabalin,nystatin,Unknown
pregabalin,ibuprofen,Unknown
pregabalin,hydrocortisone,Unknown
pregabalin,ondansetron,Unknown
pregabalin,cyanocobalamin,Unknown
pregabalin,cisplatin,Unknown
pregabalin,tretinoin,Unknown
pregabalin,budesonide,Unknown
pregabalin,methylprednisolone,Unknown
pregabalin,sulfasalazine,Unknown
pregabalin,celecoxib,Unknown
pregabalin,bortezomib,Unknown
pregabalin,triamcinolone,Unknown
pregabalin,paclitaxel,Unknown
pregabalin,methotrexate,Unknown
pregabalin,metronidazole,Unknown
pregabalin,lidocaine,Unknown
pregabalin,mesalazine,Unknown
pregabalin,fluconazole,Unknown
pregabalin,capecitabine,Unknown
pregabalin,calcitriol,Unknown
pregabalin,leflunomide,Unknown
pregabalin,clarithromycin,Unknown
pregabalin,amoxicillin,Unknown
pregabalin,erythromycin,Unknown
pregabalin,dasatinib,Unknown
pregabalin,famotidine,Unknown
pregabalin,docetaxel,Unknown
pregabalin,sucralfate,Unknown
pregabalin,exemestane,Unknown
pregabalin,cyclophosphamide,Unknown
pregabalin,simvastatin,Unknown
pregabalin,prednisone,Unknown
pregabalin,promethazine,Moderate
iopamidol,tacrolimus,Major
iopamidol,acetylsalicylic acid,Unknown
iopamidol,enzalutamide,Major
iopamidol,apalutamide,Major
iopamidol,metformin,Major
iopamidol,diclofenac,Major
iopamidol,timolol,Moderate
iopamidol,bacitracin,Major
iopamidol,lansoprazole,Unknown
iopamidol,aripiprazole,Major
iopamidol,aminophylline,Major
iopamidol,prednisolone,Major
iopamidol,dexamethasone,Major
iopamidol,tobramycin,Major
iopamidol,ibuprofen,Major
iopamidol,hydrocortisone,Major
iopamidol,betamethasone,Major
iopamidol,cisplatin,Major
iopamidol,methylprednisolone,Major
iopamidol,ketoprofen,Major
iopamidol,sulfasalazine,Major
iopamidol,celecoxib,Major
iopamidol,triamcinolone,Major
iopamidol,everolimus,Major
iopamidol,mefenamic acid,Major
iopamidol,furosemide,Moderate
iopamidol,ciprofloxacin,Major
iopamidol,methotrexate,Major
iopamidol,lidocaine,Major
iopamidol,mesalazine,Major
iopamidol,lithium carbonate,Major
iopamidol,interferon beta-1a,Major
iopamidol,valsartan,Unknown
iopamidol,paliperidone,Major
iopamidol,carvedilol,Moderate
iopamidol,famotidine,Unknown
iopamidol,amphotericin b,Major
iopamidol,ofloxacin,Major
iopamidol,simvastatin,Unknown
iopamidol,promethazine,Major
iopamidol,clozapine,Major
tacrolimus,brentuximab vedotin,Moderate
tacrolimus,minoxidil,Unknown
tacrolimus,ribociclib,Major
tacrolimus,potassium chloride,Unknown
tacrolimus,ustekinumab,Moderate
tacrolimus,acetylsalicylic acid,Unknown
tacrolimus,oxytocin,Moderate
tacrolimus,cimetidine,Moderate
tacrolimus,netupitant,Moderate
tacrolimus,enzalutamide,Major
tacrolimus,apalutamide,Major
tacrolimus,lorlatinib,Moderate
tacrolimus,metformin,Moderate
tacrolimus,medroxyprogesterone acetate,Moderate
tacrolimus,diclofenac,Major
tacrolimus,chloramphenicol,Moderate
tacrolimus,cladribine,Major
tacrolimus,bacitracin,Major
tacrolimus,lansoprazole,Major
tacrolimus,clotrimazole,Major
tacrolimus,insulin glargine,Moderate
tacrolimus,voriconazole,Major
tacrolimus,drospirenone,Moderate
tacrolimus,isosorbide mononitrate,Unknown
tacrolimus,magnesium hydroxide,Moderate
tacrolimus,ibrutinib,Moderate
tacrolimus,iohexol,Major
tacrolimus,folic acid,Unknown
tacrolimus,oxaliplatin,Moderate
tacrolimus,aripiprazole,Moderate
tacrolimus,acetylcysteine,Unknown
tacrolimus,isosorbide dinitrate,Unknown
tacrolimus,fluticasone,Unknown
tacrolimus,secukinumab,Moderate
tacrolimus,ketoconazole,Major
tacrolimus,sodium citrate,Minor
tacrolimus,infliximab,Major
tacrolimus,prednisolone,Unknown
tacrolimus,sodium bicarbonate,Moderate
tacrolimus,digoxin,Unknown
tacrolimus,dexamethasone,Moderate
tacrolimus,ritonavir,Major
tacrolimus,nystatin,Unknown
tacrolimus,nifedipine,Moderate
tacrolimus,palbociclib,Moderate
tacrolimus,zidovudine,Moderate
tacrolimus,norethisterone,Moderate
tacrolimus,tobramycin,Major
tacrolimus,zonisamide,Moderate
